id,value
Nepal.PN5.Gulmi.Musikot MCP.Ward_5,1.5.6.1.5
Nepal.PN5.Gulmi.Musikot MCP.Ward_6,1.5.6.1.6
Nepal.PN5.Gulmi.Resunga MCP,1.5.6.2
Nepal.PN5.Gulmi.Resunga MCP.Ward_1,1.5.6.2.1
Nepal.PN5.Gulmi.Resunga MCP.Ward_2,1.5.6.2.2
Nepal.PN5.Gulmi.Resunga MCP.Ward_3,1.5.6.2.3
Nepal.PN5.Gulmi.Resunga MCP.Ward_4,1.5.6.2.4
Nepal.PN5.Gulmi.Resunga MCP.Ward_5,1.5.6.2.5
Nepal.PN5.Gulmi.Resunga MCP.Ward_6,1.5.6.2.6
Nepal.PN5.Gulmi.Isma RM,1.5.6.3
Nepal.PN5.Gulmi.Isma RM.Ward_1,1.5.6.3.1
Nepal.PN5.Gulmi.Isma RM.Ward_2,1.5.6.3.2
Nepal.PN5.Gulmi.Isma RM.Ward_3,1.5.6.3.3
Nepal.PN5.Gulmi.Isma RM.Ward_4,1.5.6.3.4
Nepal.PN5.Gulmi.Isma RM.Ward_5,1.5.6.3.5
Nepal.PN5.Gulmi.Isma RM.Ward_6,1.5.6.3.6
Nepal.PN5.Gulmi.Kali Gandaki RM,1.5.6.4
Nepal.PN5.Gulmi.Kali Gandaki RM.Ward_1,1.5.6.4.1
Nepal.PN5.Gulmi.Kali Gandaki RM.Ward_2,1.5.6.4.2
Nepal.PN5.Gulmi.Kali Gandaki RM.Ward_3,1.5.6.4.3
Nepal.PN5.Gulmi.Kali Gandaki RM.Ward_4,1.5.6.4.4
Nepal.PN5.Gulmi.Kali Gandaki RM.Ward_5,1.5.6.4.5
Nepal.PN5.Gulmi.Kali Gandaki RM.Ward_6,1.5.6.4.6
Nepal.PN5.Gulmi.Gulmi Durbar RM,1.5.6.5
Nepal.PN5.Gulmi.Gulmi Durbar RM.Ward_1,1.5.6.5.1
Nepal.PN5.Gulmi.Gulmi Durbar RM.Ward_2,1.5.6.5.2
Nepal.PN5.Gulmi.Gulmi Durbar RM.Ward_3,1.5.6.5.3
Nepal.PN5.Gulmi.Gulmi Durbar RM.Ward_4,1.5.6.5.4
Nepal.PN5.Gulmi.Gulmi Durbar RM.Ward_5,1.5.6.5.5
Nepal.PN5.Gulmi.Gulmi Durbar RM.Ward_6,1.5.6.5.6
Nepal.PN5.Gulmi.Satyawati RM,1.5.6.6
Nepal.PN5.Gulmi.Satyawati RM.Ward_1,1.5.6.6.1
Nepal.PN5.Gulmi.Satyawati RM.Ward_2,1.5.6.6.2
Nepal.PN5.Gulmi.Satyawati RM.Ward_3,1.5.6.6.3
Nepal.PN5.Gulmi.Satyawati RM.Ward_4,1.5.6.6.4
Nepal.PN5.Gulmi.Satyawati RM.Ward_5,1.5.6.6.5
Nepal.PN5.Gulmi.Satyawati RM.Ward_6,1.5.6.6.6
Nepal.PN5.Gulmi.Chandrakot RM,1.5.6.7
Nepal.PN5.Gulmi.Chandrakot RM.Ward_1,1.5.6.7.1
Nepal.PN5.Gulmi.Chandrakot RM.Ward_2,1.5.6.7.2
Nepal.PN5.Gulmi.Chandrakot RM.Ward_3,1.5.6.7.3
Nepal.PN5.Gulmi.Chandrakot RM.Ward_4,1.5.6.7.4
Nepal.PN5.Gulmi.Chandrakot RM.Ward_5,1.5.6.7.5
Nepal.PN5.Gulmi.Chandrakot RM.Ward_6,1.5.6.7.6
Nepal.PN5.Gulmi.Dhurkot RM,1.5.6.8
Nepal.PN5.Gulmi.Dhurkot RM.Ward_1,1.5.6.8.1
Nepal.PN5.Gulmi.Dhurkot RM.Ward_2,1.5.6.8.2
Nepal.PN5.Gulmi.Dhurkot RM.Ward_3,1.5.6.8.3
Nepal.PN5.Gulmi.Dhurkot RM.Ward_4,1.5.6.8.4
Nepal.PN5.Gulmi.Dhurkot RM.Ward_5,1.5.6.8.5
Nepal.PN5.Gulmi.Dhurkot RM.Ward_6,1.5.6.8.6
Nepal.PN5.Gulmi.Madane RM,1.5.6.9
Nepal.PN5.Gulmi.Madane RM.Ward_1,1.5.6.9.1
Nepal.PN5.Gulmi.Madane RM.Ward_2,1.5.6.9.2
Nepal.PN5.Gulmi.Madane RM.Ward_3,1.5.6.9.3
Nepal.PN5.Gulmi.Madane RM.Ward_4,1.5.6.9.4
Nepal.PN5.Gulmi.Madane RM.Ward_5,1.5.6.9.5
Nepal.PN5.Gulmi.Madane RM.Ward_6,1.5.6.9.6
Nepal.PN5.Gulmi.Malika RM,1.5.6.10
Nepal.PN5.Gulmi.Malika RM.Ward_1,1.5.6.10.1
Nepal.PN5.Gulmi.Malika RM.Ward_2,1.5.6.10.2
Nepal.PN5.Gulmi.Malika RM.Ward_3,1.5.6.10.3
Nepal.PN5.Gulmi.Malika RM.Ward_4,1.5.6.10.4
Nepal.PN5.Gulmi.Malika RM.Ward_5,1.5.6.10.5
Nepal.PN5.Gulmi.Malika RM.Ward_6,1.5.6.10.6
Nepal.PN5.Kapilvastu,1.5.7
Nepal.PN5.Kapilvastu.Kapilbastu MCP,1.5.7.1
Nepal.PN5.Kapilvastu.Kapilbastu MCP.Ward_1,1.5.7.1.1
Nepal.PN5.Kapilvastu.Kapilbastu MCP.Ward_2,1.5.7.1.2
Nepal.PN5.Kapilvastu.Kapilbastu MCP.Ward_3,1.5.7.1.3
Nepal.PN5.Kapilvastu.Kapilbastu MCP.Ward_4,1.5.7.1.4
Nepal.PN5.Kapilvastu.Kapilbastu MCP.Ward_5,1.5.7.1.5
Nepal.PN5.Kapilvastu.Kapilbastu MCP.Ward_6,1.5.7.1.6
Nepal.PN5.Kapilvastu.Buddabhumi MCP,1.5.7.2
Nepal.PN5.Kapilvastu.Buddabhumi MCP.Ward_1,1.5.7.2.1
Nepal.PN5.Kapilvastu.Buddabhumi MCP.Ward_2,1.5.7.2.2
Nepal.PN5.Kapilvastu.Buddabhumi MCP.Ward_3,1.5.7.2.3
Nepal.PN5.Kapilvastu.Buddabhumi MCP.Ward_4,1.5.7.2.4
Nepal.PN5.Kapilvastu.Buddabhumi MCP.Ward_5,1.5.7.2.5
Nepal.PN5.Kapilvastu.Buddabhumi MCP.Ward_6,1.5.7.2.6
Nepal.PN5.Kapilvastu.Shivaraj MCP,1.5.7.3
Nepal.PN5.Kapilvastu.Shivaraj MCP.Ward_1,1.5.7.3.1
Nepal.PN5.Kapilvastu.Shivaraj MCP.Ward_2,1.5.7.3.2
Nepal.PN5.Kapilvastu.Shivaraj MCP.Ward_3,1.5.7.3.3
Nepal.PN5.Kapilvastu.Shivaraj MCP.Ward_4,1.5.7.3.4
Nepal.PN5.Kapilvastu.Shivaraj MCP.Ward_5,1.5.7.3.5
Nepal.PN5.Kapilvastu.Shivaraj MCP.Ward_6,1.5.7.3.6
Nepal.PN5.Kapilvastu.Maharajganj MCP,1.5.7.4
Nepal.PN5.Kapilvastu.Maharajganj MCP.Ward_1,1.5.7.4.1
Nepal.PN5.Kapilvastu.Maharajganj MCP.Ward_2,1.5.7.4.2
Nepal.PN5.Kapilvastu.Maharajganj MCP.Ward_3,1.5.7.4.3
Nepal.PN5.Kapilvastu.Maharajganj MCP.Ward_4,1.5.7.4.4
Nepal.PN5.Kapilvastu.Maharajganj MCP.Ward_5,1.5.7.4.5
Nepal.PN5.Kapilvastu.Maharajganj MCP.Ward_6,1.5.7.4.6
Nepal.PN5.Kapilvastu.Krishna Nagar MCP,1.5.7.5
Nepal.PN5.Kapilvastu.Krishna Nagar MCP.Ward_1,1.5.7.5.1
Nepal.PN5.Kapilvastu.Krishna Nagar MCP.Ward_2,1.5.7.5.2
Nepal.PN5.Kapilvastu.Krishna Nagar MCP.Ward_3,1.5.7.5.3
Nepal.PN5.Kapilvastu.Krishna Nagar MCP.Ward_4,1.5.7.5.4
Nepal.PN5.Kapilvastu.Krishna Nagar MCP.Ward_5,1.5.7.5.5
Nepal.PN5.Kapilvastu.Krishna Nagar MCP.Ward_6,1.5.7.5.6
Nepal.PN5.Kapilvastu.Banganga MCP,1.5.7.6
Nepal.PN5.Kapilvastu.Banganga MCP.Ward_1,1.5.7.6.1
Nepal.PN5.Kapilvastu.Banganga MCP.Ward_2,1.5.7.6.2
Nepal.PN5.Kapilvastu.Banganga MCP.Ward_3,1.5.7.6.3
Nepal.PN5.Kapilvastu.Banganga MCP.Ward_4,1.5.7.6.4
Nepal.PN5.Kapilvastu.Banganga MCP.Ward_5,1.5.7.6.5
Nepal.PN5.Kapilvastu.Banganga MCP.Ward_6,1.5.7.6.6
Nepal.PN5.Kapilvastu.Mayadevi RM,1.5.7.7
Nepal.PN5.Kapilvastu.Mayadevi RM.Ward_1,1.5.7.7.1
Nepal.PN5.Kapilvastu.Mayadevi RM.Ward_2,1.5.7.7.2
Nepal.PN5.Kapilvastu.Mayadevi RM.Ward_3,1.5.7.7.3
Nepal.PN5.Kapilvastu.Mayadevi RM.Ward_4,1.5.7.7.4
Nepal.PN5.Kapilvastu.Mayadevi RM.Ward_5,1.5.7.7.5
Nepal.PN5.Kapilvastu.Mayadevi RM.Ward_6,1.5.7.7.6
Nepal.PN5.Kapilvastu.Yashodhara RM,1.5.7.8
Nepal.PN5.Kapilvastu.Yashodhara RM.Ward_1,1.5.7.8.1
Nepal.PN5.Kapilvastu.Yashodhara RM.Ward_2,1.5.7.8.2
Nepal.PN5.Kapilvastu.Yashodhara RM.Ward_3,1.5.7.8.3
Nepal.PN5.Kapilvastu.Yashodhara RM.Ward_4,1.5.7.8.4
Nepal.PN5.Kapilvastu.Yashodhara RM.Ward_5,1.5.7.8.5
Nepal.PN5.Kapilvastu.Yashodhara RM.Ward_6,1.5.7.8.6
Nepal.PN5.Kapilvastu.Suddodhana RM,1.5.7.9
Nepal.PN5.Kapilvastu.Suddodhana RM.Ward_1,1.5.7.9.1
Nepal.PN5.Kapilvastu.Suddodhana RM.Ward_2,1.5.7.9.2
Nepal.PN5.Kapilvastu.Suddodhana RM.Ward_3,1.5.7.9.3
Nepal.PN5.Kapilvastu.Suddodhana RM.Ward_4,1.5.7.9.4
Nepal.PN5.Kapilvastu.Suddodhana RM.Ward_5,1.5.7.9.5
Nepal.PN5.Kapilvastu.Suddodhana RM.Ward_6,1.5.7.9.6
Nepal.PN5.Kapilvastu.Bijay Nagar RM,1.5.7.10
Nepal.PN5.Kapilvastu.Bijay Nagar RM.Ward_1,1.5.7.10.1
Nepal.PN5.Kapilvastu.Bijay Nagar RM.Ward_2,1.5.7.10.2
Nepal.PN5.Kapilvastu.Bijay Nagar RM.Ward_3,1.5.7.10.3
Nepal.PN5.Kapilvastu.Bijay Nagar RM.Ward_4,1.5.7.10.4
Nepal.PN5.Kapilvastu.Bijay Nagar RM.Ward_5,1.5.7.10.5
Nepal.PN5.Kapilvastu.Bijay Nagar RM.Ward_6,1.5.7.10.6
Nepal.PN5.Palpa,1.5.8
Nepal.PN5.Palpa.Rampur MCP,1.5.8.1
Nepal.PN5.Palpa.Rampur MCP.Ward_1,1.5.8.1.1
Nepal.PN5.Palpa.Rampur MCP.Ward_2,1.5.8.1.2
Nepal.PN5.Palpa.Rampur MCP.Ward_3,1.5.8.1.3
Nepal.PN5.Palpa.Rampur MCP.Ward_4,1.5.8.1.4
Nepal.PN5.Palpa.Rampur MCP.Ward_5,1.5.8.1.5
Nepal.PN5.Palpa.Tansen MCP,1.5.8.2
Nepal.PN5.Palpa.Tansen MCP.Ward_1,1.5.8.2.1
Nepal.PN5.Palpa.Tansen MCP.Ward_2,1.5.8.2.2
Nepal.PN5.Palpa.Tansen MCP.Ward_3,1.5.8.2.3
Nepal.PN5.Palpa.Tansen MCP.Ward_4,1.5.8.2.4
Nepal.PN5.Palpa.Tansen MCP.Ward_5,1.5.8.2.5
Nepal.PN5.Palpa.Nisdi RM,1.5.8.3
Nepal.PN5.Palpa.Nisdi RM.Ward_1,1.5.8.3.1
Nepal.PN5.Palpa.Nisdi RM.Ward_2,1.5.8.3.2
Nepal.PN5.Palpa.Nisdi RM.Ward_3,1.5.8.3.3
Nepal.PN5.Palpa.Nisdi RM.Ward_4,1.5.8.3.4
Nepal.PN5.Palpa.Nisdi RM.Ward_5,1.5.8.3.5
Nepal.PN5.Palpa.Purba Khola RM,1.5.8.4
Nepal.PN5.Palpa.Purba Khola RM.Ward_1,1.5.8.4.1
Nepal.PN5.Palpa.Purba Khola RM.Ward_2,1.5.8.4.2
Nepal.PN5.Palpa.Purba Khola RM.Ward_3,1.5.8.4.3
Nepal.PN5.Palpa.Purba Khola RM.Ward_4,1.5.8.4.4
Nepal.PN5.Palpa.Purba Khola RM.Ward_5,1.5.8.4.5
Nepal.PN5.Palpa.Rambha RM,1.5.8.5
Nepal.PN5.Palpa.Rambha RM.Ward_1,1.5.8.5.1
Nepal.PN5.Palpa.Rambha RM.Ward_2,1.5.8.5.2
Nepal.PN5.Palpa.Rambha RM.Ward_3,1.5.8.5.3
Nepal.PN5.Palpa.Rambha RM.Ward_4,1.5.8.5.4
Nepal.PN5.Palpa.Rambha RM.Ward_5,1.5.8.5.5
Nepal.PN5.Palpa.Matha Gadhi RM,1.5.8.6
Nepal.PN5.Palpa.Matha Gadhi RM.Ward_1,1.5.8.6.1
Nepal.PN5.Palpa.Matha Gadhi RM.Ward_2,1.5.8.6.2
Nepal.PN5.Palpa.Matha Gadhi RM.Ward_3,1.5.8.6.3
Nepal.PN5.Palpa.Matha Gadhi RM.Ward_4,1.5.8.6.4
Nepal.PN5.Palpa.Matha Gadhi RM.Ward_5,1.5.8.6.5
Nepal.PN5.Palpa.Tinau RM,1.5.8.7
Nepal.PN5.Palpa.Tinau RM.Ward_1,1.5.8.7.1
Nepal.PN5.Palpa.Tinau RM.Ward_2,1.5.8.7.2
Nepal.PN5.Palpa.Tinau RM.Ward_3,1.5.8.7.3
Nepal.PN5.Palpa.Tinau RM.Ward_4,1.5.8.7.4
Nepal.PN5.Palpa.Tinau RM.Ward_5,1.5.8.7.5
Nepal.PN5.Palpa.Bagnaskali RM,1.5.8.8
Nepal.PN5.Palpa.Bagnaskali RM.Ward_1,1.5.8.8.1
Nepal.PN5.Palpa.Bagnaskali RM.Ward_2,1.5.8.8.2
Nepal.PN5.Palpa.Bagnaskali RM.Ward_3,1.5.8.8.3
Nepal.PN5.Palpa.Bagnaskali RM.Ward_4,1.5.8.8.4
Nepal.PN5.Palpa.Bagnaskali RM.Ward_5,1.5.8.8.5
Nepal.PN5.Palpa.Ribdikot RM,1.5.8.9
Nepal.PN5.Palpa.Ribdikot RM.Ward_1,1.5.8.9.1
Nepal.PN5.Palpa.Ribdikot RM.Ward_2,1.5.8.9.2
Nepal.PN5.Palpa.Ribdikot RM.Ward_3,1.5.8.9.3
Nepal.PN5.Palpa.Ribdikot RM.Ward_4,1.5.8.9.4
Nepal.PN5.Palpa.Ribdikot RM.Ward_5,1.5.8.9.5
Nepal.PN5.Palpa.Raina Devi Chhahara RM,1.5.8.10
Nepal.PN5.Palpa.Raina Devi Chhahara RM.Ward_1,1.5.8.10.1
Nepal.PN5.Palpa.Raina Devi Chhahara RM.Ward_2,1.5.8.10.2
Nepal.PN5.Palpa.Raina Devi Chhahara RM.Ward_3,1.5.8.10.3
Nepal.PN5.Palpa.Raina Devi Chhahara RM.Ward_4,1.5.8.10.4
Nepal.PN5.Palpa.Raina Devi Chhahara RM.Ward_5,1.5.8.10.5
Nepal.PN5.Pyuthan,1.5.9
Nepal.PN5.Pyuthan.Pyuthan MCP,1.5.9.1
Nepal.PN5.Pyuthan.Pyuthan MCP.Ward_1,1.5.9.1.1
Nepal.PN5.Pyuthan.Pyuthan MCP.Ward_2,1.5.9.1.2
Nepal.PN5.Pyuthan.Pyuthan MCP.Ward_3,1.5.9.1.3
Nepal.PN5.Pyuthan.Pyuthan MCP.Ward_4,1.5.9.1.4
Nepal.PN5.Pyuthan.Pyuthan MCP.Ward_5,1.5.9.1.5
Nepal.PN5.Pyuthan.Swargadeari MCP,1.5.9.2
Nepal.PN5.Pyuthan.Swargadeari MCP.Ward_1,1.5.9.2.1
Nepal.PN5.Pyuthan.Swargadeari MCP.Ward_2,1.5.9.2.2
Nepal.PN5.Pyuthan.Swargadeari MCP.Ward_3,1.5.9.2.3
Nepal.PN5.Pyuthan.Swargadeari MCP.Ward_4,1.5.9.2.4
Nepal.PN5.Pyuthan.Swargadeari MCP.Ward_5,1.5.9.2.5
Nepal.PN5.Pyuthan.Gaumukhi RM,1.5.9.3
Nepal.PN5.Pyuthan.Gaumukhi RM.Ward_1,1.5.9.3.1
Nepal.PN5.Pyuthan.Gaumukhi RM.Ward_2,1.5.9.3.2
Nepal.PN5.Pyuthan.Gaumukhi RM.Ward_3,1.5.9.3.3
Nepal.PN5.Pyuthan.Gaumukhi RM.Ward_4,1.5.9.3.4
Nepal.PN5.Pyuthan.Gaumukhi RM.Ward_5,1.5.9.3.5
Nepal.PN5.Pyuthan.Mandavi RM,1.5.9.4
Nepal.PN5.Pyuthan.Mandavi RM.Ward_1,1.5.9.4.1
Nepal.PN5.Pyuthan.Mandavi RM.Ward_2,1.5.9.4.2
Nepal.PN5.Pyuthan.Mandavi RM.Ward_3,1.5.9.4.3
Nepal.PN5.Pyuthan.Mandavi RM.Ward_4,1.5.9.4.4
Nepal.PN5.Pyuthan.Mandavi RM.Ward_5,1.5.9.4.5
Nepal.PN5.Pyuthan.Sarumarani RM,1.5.9.5
Nepal.PN5.Pyuthan.Sarumarani RM.Ward_1,1.5.9.5.1
Nepal.PN5.Pyuthan.Sarumarani RM.Ward_2,1.5.9.5.2
Nepal.PN5.Pyuthan.Sarumarani RM.Ward_3,1.5.9.5.3
Nepal.PN5.Pyuthan.Sarumarani RM.Ward_4,1.5.9.5.4
Nepal.PN5.Pyuthan.Sarumarani RM.Ward_5,1.5.9.5.5
Nepal.PN5.Pyuthan.Mallarani RM,1.5.9.6
Nepal.PN5.Pyuthan.Mallarani RM.Ward_1,1.5.9.6.1
Nepal.PN5.Pyuthan.Mallarani RM.Ward_2,1.5.9.6.2
Nepal.PN5.Pyuthan.Mallarani RM.Ward_3,1.5.9.6.3
Nepal.PN5.Pyuthan.Mallarani RM.Ward_4,1.5.9.6.4
Nepal.PN5.Pyuthan.Mallarani RM.Ward_5,1.5.9.6.5
Nepal.PN5.Pyuthan.Nau Bahini RM,1.5.9.7
Nepal.PN5.Pyuthan.Nau Bahini RM.Ward_1,1.5.9.7.1
Nepal.PN5.Pyuthan.Nau Bahini RM.Ward_2,1.5.9.7.2
Nepal.PN5.Pyuthan.Nau Bahini RM.Ward_3,1.5.9.7.3
Nepal.PN5.Pyuthan.Nau Bahini RM.Ward_4,1.5.9.7.4
Nepal.PN5.Pyuthan.Nau Bahini RM.Ward_5,1.5.9.7.5
Nepal.PN5.Pyuthan.Jhimmaruk RM,1.5.9.8
Nepal.PN5.Pyuthan.Jhimmaruk RM.Ward_1,1.5.9.8.1
Nepal.PN5.Pyuthan.Jhimmaruk RM.Ward_2,1.5.9.8.2
Nepal.PN5.Pyuthan.Jhimmaruk RM.Ward_3,1.5.9.8.3
Nepal.PN5.Pyuthan.Jhimmaruk RM.Ward_4,1.5.9.8.4
Nepal.PN5.Pyuthan.Jhimmaruk RM.Ward_5,1.5.9.8.5
Nepal.PN5.Pyuthan.Eairabati RM,1.5.9.9
Nepal.PN5.Pyuthan.Eairabati RM.Ward_1,1.5.9.9.1
Nepal.PN5.Pyuthan.Eairabati RM.Ward_2,1.5.9.9.2
Nepal.PN5.Pyuthan.Eairabati RM.Ward_3,1.5.9.9.3
Nepal.PN5.Pyuthan.Eairabati RM.Ward_4,1.5.9.9.4
Nepal.PN5.Pyuthan.Eairabati RM.Ward_5,1.5.9.9.5
Nepal.PN5.Rolpa,1.5.10
Nepal.PN5.Rolpa.Rolpa MCP,1.5.10.1
Nepal.PN5.Rolpa.Rolpa MCP.Ward_1,1.5.10.1.1
Nepal.PN5.Rolpa.Rolpa MCP.Ward_2,1.5.10.1.2
Nepal.PN5.Rolpa.Rolpa MCP.Ward_3,1.5.10.1.3
Nepal.PN5.Rolpa.Rolpa MCP.Ward_4,1.5.10.1.4
Nepal.PN5.Rolpa.Rolpa MCP.Ward_5,1.5.10.1.5
Nepal.PN5.Rolpa.Triveni RM,1.5.10.2
Nepal.PN5.Rolpa.Triveni RM.Ward_1,1.5.10.2.1
Nepal.PN5.Rolpa.Triveni RM.Ward_2,1.5.10.2.2
Nepal.PN5.Rolpa.Triveni RM.Ward_3,1.5.10.2.3
Nepal.PN5.Rolpa.Triveni RM.Ward_4,1.5.10.2.4
Nepal.PN5.Rolpa.Triveni RM.Ward_5,1.5.10.2.5
Nepal.PN5.Rolpa.Dui Kholi RM,1.5.10.3
Nepal.PN5.Rolpa.Dui Kholi RM.Ward_1,1.5.10.3.1
Nepal.PN5.Rolpa.Dui Kholi RM.Ward_2,1.5.10.3.2
Nepal.PN5.Rolpa.Dui Kholi RM.Ward_3,1.5.10.3.3
Nepal.PN5.Rolpa.Dui Kholi RM.Ward_4,1.5.10.3.4
Nepal.PN5.Rolpa.Dui Kholi RM.Ward_5,1.5.10.3.5
Nepal.PN5.Rolpa.Madi RM,1.5.10.4
Nepal.PN5.Rolpa.Madi RM.Ward_1,1.5.10.4.1
Nepal.PN5.Rolpa.Madi RM.Ward_2,1.5.10.4.2
Nepal.PN5.Rolpa.Madi RM.Ward_3,1.5.10.4.3
Nepal.PN5.Rolpa.Madi RM.Ward_4,1.5.10.4.4
Nepal.PN5.Rolpa.Madi RM.Ward_5,1.5.10.4.5
Nepal.PN5.Rolpa.Runti Gadhi RM,1.5.10.5
Nepal.PN5.Rolpa.Runti Gadhi RM.Ward_1,1.5.10.5.1
Nepal.PN5.Rolpa.Runti Gadhi RM.Ward_2,1.5.10.5.2
Nepal.PN5.Rolpa.Runti Gadhi RM.Ward_3,1.5.10.5.3
Nepal.PN5.Rolpa.Runti Gadhi RM.Ward_4,1.5.10.5.4
Nepal.PN5.Rolpa.Runti Gadhi RM.Ward_5,1.5.10.5.5
Nepal.PN5.Rolpa.Lungri RM,1.5.10.6
Nepal.PN5.Rolpa.Lungri RM.Ward_1,1.5.10.6.1
Nepal.PN5.Rolpa.Lungri RM.Ward_2,1.5.10.6.2
Nepal.PN5.Rolpa.Lungri RM.Ward_3,1.5.10.6.3
Nepal.PN5.Rolpa.Lungri RM.Ward_4,1.5.10.6.4
Nepal.PN5.Rolpa.Lungri RM.Ward_5,1.5.10.6.5
Nepal.PN5.Rolpa.Sukidaha RM,1.5.10.7
Nepal.PN5.Rolpa.Sukidaha RM.Ward_1,1.5.10.7.1
Nepal.PN5.Rolpa.Sukidaha RM.Ward_2,1.5.10.7.2
Nepal.PN5.Rolpa.Sukidaha RM.Ward_3,1.5.10.7.3
Nepal.PN5.Rolpa.Sukidaha RM.Ward_4,1.5.10.7.4
Nepal.PN5.Rolpa.Sukidaha RM.Ward_5,1.5.10.7.5
Nepal.PN5.Rolpa.Sunchhahari RM,1.5.10.8
Nepal.PN5.Rolpa.Sunchhahari RM.Ward_1,1.5.10.8.1
Nepal.PN5.Rolpa.Sunchhahari RM.Ward_2,1.5.10.8.2
Nepal.PN5.Rolpa.Sunchhahari RM.Ward_3,1.5.10.8.3
Nepal.PN5.Rolpa.Sunchhahari RM.Ward_4,1.5.10.8.4
Nepal.PN5.Rolpa.Sunchhahari RM.Ward_5,1.5.10.8.5
Nepal.PN5.Rolpa.Subarnawati RM,1.5.10.9
Nepal.PN5.Rolpa.Subarnawati RM.Ward_1,1.5.10.9.1
Nepal.PN5.Rolpa.Subarnawati RM.Ward_2,1.5.10.9.2
Nepal.PN5.Rolpa.Subarnawati RM.Ward_3,1.5.10.9.3
Nepal.PN5.Rolpa.Subarnawati RM.Ward_4,1.5.10.9.4
Nepal.PN5.Rolpa.Subarnawati RM.Ward_5,1.5.10.9.5
Nepal.PN5.Rolpa.Thawang RM,1.5.10.10
Nepal.PN5.Rolpa.Thawang RM.Ward_1,1.5.10.10.1
Nepal.PN5.Rolpa.Thawang RM.Ward_2,1.5.10.10.2
Nepal.PN5.Rolpa.Thawang RM.Ward_3,1.5.10.10.3
Nepal.PN5.Rolpa.Thawang RM.Ward_4,1.5.10.10.4
Nepal.PN5.Rolpa.Thawang RM.Ward_5,1.5.10.10.5
Nepal.PN5.Rupandehi,1.5.11
Nepal.PN5.Rupandehi.Butwal S-MCP,1.5.11.1
Nepal.PN5.Rupandehi.Butwal S-MCP.Ward_1,1.5.11.1.1
Nepal.PN5.Rupandehi.Butwal S-MCP.Ward_2,1.5.11.1.2
Nepal.PN5.Rupandehi.Butwal S-MCP.Ward_3,1.5.11.1.3
Nepal.PN5.Rupandehi.Butwal S-MCP.Ward_4,1.5.11.1.4
Nepal.PN5.Rupandehi.Butwal S-MCP.Ward_5,1.5.11.1.5
Nepal.PN5.Rupandehi.Devdaha MCP,1.5.11.2
Nepal.PN5.Rupandehi.Devdaha MCP.Ward_1,1.5.11.2.1
Nepal.PN5.Rupandehi.Devdaha MCP.Ward_2,1.5.11.2.2
Nepal.PN5.Rupandehi.Devdaha MCP.Ward_3,1.5.11.2.3
Nepal.PN5.Rupandehi.Devdaha MCP.Ward_4,1.5.11.2.4
Nepal.PN5.Rupandehi.Devdaha MCP.Ward_5,1.5.11.2.5
Nepal.PN5.Rupandehi.Lumbini Sanskritik MCP,1.5.11.3
Nepal.PN5.Rupandehi.Lumbini Sanskritik MCP.Ward_1,1.5.11.3.1
Nepal.PN5.Rupandehi.Lumbini Sanskritik MCP.Ward_2,1.5.11.3.2
Nepal.PN5.Rupandehi.Lumbini Sanskritik MCP.Ward_3,1.5.11.3.3
Nepal.PN5.Rupandehi.Lumbini Sanskritik MCP.Ward_4,1.5.11.3.4
Nepal.PN5.Rupandehi.Lumbini Sanskritik MCP.Ward_5,1.5.11.3.5
Nepal.PN5.Rupandehi.Siddharthanagar MCP,1.5.11.4
Nepal.PN5.Rupandehi.Siddharthanagar MCP.Ward_1,1.5.11.4.1
Nepal.PN5.Rupandehi.Siddharthanagar MCP.Ward_2,1.5.11.4.2
Nepal.PN5.Rupandehi.Siddharthanagar MCP.Ward_3,1.5.11.4.3
Nepal.PN5.Rupandehi.Siddharthanagar MCP.Ward_4,1.5.11.4.4
Nepal.PN5.Rupandehi.Siddharthanagar MCP.Ward_5,1.5.11.4.5
Nepal.PN5.Rupandehi.Saina Maina MCP,1.5.11.5
Nepal.PN5.Rupandehi.Saina Maina MCP.Ward_1,1.5.11.5.1
Nepal.PN5.Rupandehi.Saina Maina MCP.Ward_2,1.5.11.5.2
Nepal.PN5.Rupandehi.Saina Maina MCP.Ward_3,1.5.11.5.3
Nepal.PN5.Rupandehi.Saina Maina MCP.Ward_4,1.5.11.5.4
Nepal.PN5.Rupandehi.Saina Maina MCP.Ward_5,1.5.11.5.5
Nepal.PN5.Rupandehi.Tilottama MCP,1.5.11.6
Nepal.PN5.Rupandehi.Tilottama MCP.Ward_1,1.5.11.6.1
Nepal.PN5.Rupandehi.Tilottama MCP.Ward_2,1.5.11.6.2
Nepal.PN5.Rupandehi.Tilottama MCP.Ward_3,1.5.11.6.3
Nepal.PN5.Rupandehi.Tilottama MCP.Ward_4,1.5.11.6.4
Nepal.PN5.Rupandehi.Tilottama MCP.Ward_5,1.5.11.6.5
Nepal.PN5.Rupandehi.Gaidahawa RM,1.5.11.7
Nepal.PN5.Rupandehi.Gaidahawa RM.Ward_1,1.5.11.7.1
Nepal.PN5.Rupandehi.Gaidahawa RM.Ward_2,1.5.11.7.2
Nepal.PN5.Rupandehi.Gaidahawa RM.Ward_3,1.5.11.7.3
Nepal.PN5.Rupandehi.Gaidahawa RM.Ward_4,1.5.11.7.4
Nepal.PN5.Rupandehi.Gaidahawa RM.Ward_5,1.5.11.7.5
