id,value
Nepal.PN2.Saptari.BodeBarsain MCP.Ward_14,1.2.1.4.14
Nepal.PN2.Saptari.BodeBarsain MCP.Ward_15,1.2.1.4.15
Nepal.PN2.Saptari.BodeBarsain MCP.Ward_16,1.2.1.4.16
Nepal.PN2.Saptari.Khadak MCP,1.2.1.5
Nepal.PN2.Saptari.Khadak MCP.Ward_1,1.2.1.5.1
Nepal.PN2.Saptari.Khadak MCP.Ward_2,1.2.1.5.2
Nepal.PN2.Saptari.Khadak MCP.Ward_3,1.2.1.5.3
Nepal.PN2.Saptari.Khadak MCP.Ward_4,1.2.1.5.4
Nepal.PN2.Saptari.Khadak MCP.Ward_5,1.2.1.5.5
Nepal.PN2.Saptari.Khadak MCP.Ward_6,1.2.1.5.6
Nepal.PN2.Saptari.Khadak MCP.Ward_7,1.2.1.5.7
Nepal.PN2.Saptari.Khadak MCP.Ward_8,1.2.1.5.8
Nepal.PN2.Saptari.Khadak MCP.Ward_9,1.2.1.5.9
Nepal.PN2.Saptari.Khadak MCP.Ward_10,1.2.1.5.10
Nepal.PN2.Saptari.Khadak MCP.Ward_11,1.2.1.5.11
Nepal.PN2.Saptari.Shambhunath MCP,1.2.1.6
Nepal.PN2.Saptari.Shambhunath MCP.Ward_1,1.2.1.6.1
Nepal.PN2.Saptari.Shambhunath MCP.Ward_2,1.2.1.6.2
Nepal.PN2.Saptari.Shambhunath MCP.Ward_3,1.2.1.6.3
Nepal.PN2.Saptari.Shambhunath MCP.Ward_4,1.2.1.6.4
Nepal.PN2.Saptari.Shambhunath MCP.Ward_5,1.2.1.6.5
Nepal.PN2.Saptari.Shambhunath MCP.Ward_6,1.2.1.6.6
Nepal.PN2.Saptari.Shambhunath MCP.Ward_7,1.2.1.6.7
Nepal.PN2.Saptari.Shambhunath MCP.Ward_8,1.2.1.6.8
Nepal.PN2.Saptari.Shambhunath MCP.Ward_9,1.2.1.6.9
Nepal.PN2.Saptari.Shambhunath MCP.Ward_10,1.2.1.6.10
Nepal.PN2.Saptari.Shambhunath MCP.Ward_11,1.2.1.6.11
Nepal.PN2.Saptari.Surunga MCP,1.2.1.7
Nepal.PN2.Saptari.Surunga MCP.Ward_1,1.2.1.7.1
Nepal.PN2.Saptari.Surunga MCP.Ward_2,1.2.1.7.2
Nepal.PN2.Saptari.Surunga MCP.Ward_3,1.2.1.7.3
Nepal.PN2.Saptari.Surunga MCP.Ward_4,1.2.1.7.4
Nepal.PN2.Saptari.Surunga MCP.Ward_5,1.2.1.7.5
Nepal.PN2.Saptari.Surunga MCP.Ward_6,1.2.1.7.6
Nepal.PN2.Saptari.Surunga MCP.Ward_7,1.2.1.7.7
Nepal.PN2.Saptari.Surunga MCP.Ward_8,1.2.1.7.8
Nepal.PN2.Saptari.Surunga MCP.Ward_9,1.2.1.7.9
Nepal.PN2.Saptari.Surunga MCP.Ward_10,1.2.1.7.10
Nepal.PN2.Saptari.Surunga MCP.Ward_11,1.2.1.7.11
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP,1.2.1.8
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_1,1.2.1.8.1
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_2,1.2.1.8.2
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_3,1.2.1.8.3
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_4,1.2.1.8.4
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_5,1.2.1.8.5
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_6,1.2.1.8.6
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_7,1.2.1.8.7
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_8,1.2.1.8.8
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_9,1.2.1.8.9
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_10,1.2.1.8.10
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_11,1.2.1.8.11
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_12,1.2.1.8.12
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_13,1.2.1.8.13
Nepal.PN2.Saptari.HanumanNagar Kankalini MCP.Ward_14,1.2.1.8.14
Nepal.PN2.Saptari.Krishna Sawaran RM,1.2.1.9
Nepal.PN2.Saptari.Krishna Sawaran RM.Ward_1,1.2.1.9.1
Nepal.PN2.Saptari.Krishna Sawaran RM.Ward_2,1.2.1.9.2
Nepal.PN2.Saptari.Krishna Sawaran RM.Ward_3,1.2.1.9.3
Nepal.PN2.Saptari.Krishna Sawaran RM.Ward_4,1.2.1.9.4
Nepal.PN2.Saptari.Krishna Sawaran RM.Ward_5,1.2.1.9.5
Nepal.PN2.Saptari.Chhinnamasta RM,1.2.1.10
Nepal.PN2.Saptari.Chhinnamasta RM.Ward_1,1.2.1.10.1
Nepal.PN2.Saptari.Chhinnamasta RM.Ward_2,1.2.1.10.2
Nepal.PN2.Saptari.Chhinnamasta RM.Ward_3,1.2.1.10.3
Nepal.PN2.Saptari.Chhinnamasta RM.Ward_4,1.2.1.10.4
Nepal.PN2.Saptari.Chhinnamasta RM.Ward_5,1.2.1.10.5
Nepal.PN2.Saptari.Chhinnamasta RM.Ward_6,1.2.1.10.6
Nepal.PN2.Saptari.Chhinnamasta RM.Ward_7,1.2.1.10.7
Nepal.PN2.Saptari.Chhinnamasta RM.Ward_8,1.2.1.10.8
Nepal.PN2.Saptari.Mahadeva RM,1.2.1.11
Nepal.PN2.Saptari.Mahadeva RM.Ward_1,1.2.1.11.1
Nepal.PN2.Saptari.Mahadeva RM.Ward_2,1.2.1.11.2
Nepal.PN2.Saptari.Mahadeva RM.Ward_3,1.2.1.11.3
Nepal.PN2.Saptari.Mahadeva RM.Ward_4,1.2.1.11.4
Nepal.PN2.Saptari.Mahadeva RM.Ward_5,1.2.1.11.5
Nepal.PN2.Saptari.Mahadeva RM.Ward_6,1.2.1.11.6
Nepal.PN2.Saptari.Saptkoshi RM,1.2.1.12
Nepal.PN2.Saptari.Saptkoshi RM.Ward_1,1.2.1.12.1
Nepal.PN2.Saptari.Saptkoshi RM.Ward_2,1.2.1.12.2
Nepal.PN2.Saptari.Saptkoshi RM.Ward_3,1.2.1.12.3
Nepal.PN2.Saptari.Saptkoshi RM.Ward_4,1.2.1.12.4
Nepal.PN2.Saptari.Saptkoshi RM.Ward_5,1.2.1.12.5
Nepal.PN2.Saptari.Saptkoshi RM.Ward_6,1.2.1.12.6
Nepal.PN2.Saptari.Saptkoshi RM.Ward_7,1.2.1.12.7
Nepal.PN2.Saptari.Saptkoshi RM.Ward_8,1.2.1.12.8
Nepal.PN2.Saptari.Saptkoshi RM.Ward_9,1.2.1.12.9
Nepal.PN2.Saptari.Saptkoshi RM.Ward_10,1.2.1.12.10
Nepal.PN2.Saptari.Saptkoshi RM.Ward_11,1.2.1.12.11
Nepal.PN2.Saptari.Tirhut RM,1.2.1.13
Nepal.PN2.Saptari.Tirhut RM.Ward_1,1.2.1.13.1
Nepal.PN2.Saptari.Tirhut RM.Ward_2,1.2.1.13.2
Nepal.PN2.Saptari.Tirhut RM.Ward_3,1.2.1.13.3
Nepal.PN2.Saptari.Tirhut RM.Ward_4,1.2.1.13.4
Nepal.PN2.Saptari.Tirhut RM.Ward_5,1.2.1.13.5
Nepal.PN2.Saptari.Tilathi Koiladi RM,1.2.1.14
Nepal.PN2.Saptari.Tilathi Koiladi RM.Ward_1,1.2.1.14.1
Nepal.PN2.Saptari.Tilathi Koiladi RM.Ward_2,1.2.1.14.2
Nepal.PN2.Saptari.Tilathi Koiladi RM.Ward_3,1.2.1.14.3
Nepal.PN2.Saptari.Tilathi Koiladi RM.Ward_4,1.2.1.14.4
Nepal.PN2.Saptari.Tilathi Koiladi RM.Ward_5,1.2.1.14.5
Nepal.PN2.Saptari.Tilathi Koiladi RM.Ward_6,1.2.1.14.6
Nepal.PN2.Saptari.Tilathi Koiladi RM.Ward_7,1.2.1.14.7
Nepal.PN2.Saptari.Tilathi Koiladi RM.Ward_8,1.2.1.14.8
Nepal.PN2.Saptari.Rupani RM,1.2.1.15
Nepal.PN2.Saptari.Rupani RM.Ward_1,1.2.1.15.1
Nepal.PN2.Saptari.Rupani RM.Ward_2,1.2.1.15.2
Nepal.PN2.Saptari.Rupani RM.Ward_3,1.2.1.15.3
Nepal.PN2.Saptari.Rupani RM.Ward_4,1.2.1.15.4
Nepal.PN2.Saptari.Rupani RM.Ward_5,1.2.1.15.5
Nepal.PN2.Saptari.Rupani RM.Ward_6,1.2.1.15.6
Nepal.PN2.Saptari.Belhi Chapani RM,1.2.1.16
Nepal.PN2.Saptari.Belhi Chapani RM.Ward_1,1.2.1.16.1
Nepal.PN2.Saptari.Belhi Chapani RM.Ward_2,1.2.1.16.2
Nepal.PN2.Saptari.Belhi Chapani RM.Ward_3,1.2.1.16.3
Nepal.PN2.Saptari.Belhi Chapani RM.Ward_4,1.2.1.16.4
Nepal.PN2.Saptari.Belhi Chapani RM.Ward_5,1.2.1.16.5
Nepal.PN2.Saptari.Bishnupura RM,1.2.1.17
Nepal.PN2.Saptari.Bishnupura RM.Ward_1,1.2.1.17.1
Nepal.PN2.Saptari.Bishnupura RM.Ward_2,1.2.1.17.2
Nepal.PN2.Saptari.Bishnupura RM.Ward_3,1.2.1.17.3
Nepal.PN2.Saptari.Bishnupura RM.Ward_4,1.2.1.17.4
Nepal.PN2.Saptari.Bishnupura RM.Ward_5,1.2.1.17.5
Nepal.PN2.Saptari.Bishnupura RM.Ward_6,1.2.1.17.6
Nepal.PN2.Saptari.Bishnupura RM.Ward_7,1.2.1.17.7
Nepal.PN2.Parsa,1.2.2
Nepal.PN2.Parsa.Birgunu S_MCP,1.2.2.1
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_1,1.2.2.1.1
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_2,1.2.2.1.2
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_3,1.2.2.1.3
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_4,1.2.2.1.4
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_5,1.2.2.1.5
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_6,1.2.2.1.6
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_7,1.2.2.1.7
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_8,1.2.2.1.8
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_9,1.2.2.1.9
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_10,1.2.2.1.10
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_11,1.2.2.1.11
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_12,1.2.2.1.12
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_13,1.2.2.1.13
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_14,1.2.2.1.14
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_15,1.2.2.1.15
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_16,1.2.2.1.16
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_17,1.2.2.1.17
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_18,1.2.2.1.18
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_19,1.2.2.1.19
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_20,1.2.2.1.20
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_21,1.2.2.1.21
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_22,1.2.2.1.22
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_23,1.2.2.1.23
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_24,1.2.2.1.24
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_25,1.2.2.1.25
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_26,1.2.2.1.26
Nepal.PN2.Parsa.Birgunu S_MCP.Ward_27,1.2.2.1.27
Nepal.PN2.Parsa.Pokhariya MCP,1.2.2.2
Nepal.PN2.Parsa.Pokhariya MCP.Ward_1,1.2.2.2.1
Nepal.PN2.Parsa.Pokhariya MCP.Ward_2,1.2.2.2.2
Nepal.PN2.Parsa.Pokhariya MCP.Ward_3,1.2.2.2.3
Nepal.PN2.Parsa.Pokhariya MCP.Ward_4,1.2.2.2.4
Nepal.PN2.Parsa.Pokhariya MCP.Ward_5,1.2.2.2.5
Nepal.PN2.Parsa.Pokhariya MCP.Ward_6,1.2.2.2.6
Nepal.PN2.Parsa.Pokhariya MCP.Ward_7,1.2.2.2.7
Nepal.PN2.Parsa.Pokhariya MCP.Ward_8,1.2.2.2.8
Nepal.PN2.Parsa.Pokhariya MCP.Ward_9,1.2.2.2.9
Nepal.PN2.Parsa.Pokhariya MCP.Ward_10,1.2.2.2.10
Nepal.PN2.Parsa.Pokhariya MCP.Ward_11,1.2.2.2.11
Nepal.PN2.Parsa.Subarnapur RM,1.2.2.3
Nepal.PN2.Parsa.Subarnapur RM.Ward_1,1.2.2.3.1
Nepal.PN2.Parsa.Subarnapur RM.Ward_2,1.2.2.3.2
Nepal.PN2.Parsa.Subarnapur RM.Ward_3,1.2.2.3.3
Nepal.PN2.Parsa.Subarnapur RM.Ward_4,1.2.2.3.4
Nepal.PN2.Parsa.Subarnapur RM.Ward_5,1.2.2.3.5
Nepal.PN2.Parsa.Subarnapur RM.Ward_6,1.2.2.3.6
Nepal.PN2.Parsa.Subarnapur RM.Ward_7,1.2.2.3.7
Nepal.PN2.Parsa.Jagarnathapur RM,1.2.2.4
Nepal.PN2.Parsa.Jagarnathapur RM.Ward_1,1.2.2.4.1
Nepal.PN2.Parsa.Jagarnathapur RM.Ward_2,1.2.2.4.2
Nepal.PN2.Parsa.Jagarnathapur RM.Ward_3,1.2.2.4.3
Nepal.PN2.Parsa.Jagarnathapur RM.Ward_4,1.2.2.4.4
Nepal.PN2.Parsa.Jagarnathapur RM.Ward_5,1.2.2.4.5
Nepal.PN2.Parsa.Jagarnathapur RM.Ward_6,1.2.2.4.6
Nepal.PN2.Parsa.Dhobini RM,1.2.2.5
Nepal.PN2.Parsa.Dhobini RM.Ward_1,1.2.2.5.1
Nepal.PN2.Parsa.Dhobini RM.Ward_2,1.2.2.5.2
Nepal.PN2.Parsa.Dhobini RM.Ward_3,1.2.2.5.3
Nepal.PN2.Parsa.Dhobini RM.Ward_4,1.2.2.5.4
Nepal.PN2.Parsa.Dhobini RM.Ward_5,1.2.2.5.5
Nepal.PN2.Parsa.Chhipahar Mai RM,1.2.2.6
Nepal.PN2.Parsa.Chhipahar Mai RM.Ward_1,1.2.2.6.1
Nepal.PN2.Parsa.Chhipahar Mai RM.Ward_2,1.2.2.6.2
Nepal.PN2.Parsa.Chhipahar Mai RM.Ward_3,1.2.2.6.3
Nepal.PN2.Parsa.Chhipahar Mai RM.Ward_4,1.2.2.6.4
Nepal.PN2.Parsa.Chhipahar Mai RM.Ward_5,1.2.2.6.5
Nepal.PN2.Parsa.Pakaha Mainpur RM,1.2.2.7
Nepal.PN2.Parsa.Pakaha Mainpur RM.Ward_1,1.2.2.7.1
Nepal.PN2.Parsa.Pakaha Mainpur RM.Ward_2,1.2.2.7.2
Nepal.PN2.Parsa.Pakaha Mainpur RM.Ward_3,1.2.2.7.3
Nepal.PN2.Parsa.Pakaha Mainpur RM.Ward_4,1.2.2.7.4
Nepal.PN2.Parsa.Pakaha Mainpur RM.Ward_5,1.2.2.7.5
Nepal.PN2.Parsa.Bindabasini RM,1.2.2.8
Nepal.PN2.Parsa.Bindabasini RM.Ward_1,1.2.2.8.1
Nepal.PN2.Parsa.Bindabasini RM.Ward_2,1.2.2.8.2
Nepal.PN2.Parsa.Bindabasini RM.Ward_3,1.2.2.8.3
Nepal.PN2.Parsa.Bindabasini RM.Ward_4,1.2.2.8.4
Nepal.PN2.Parsa.Bindabasini RM.Ward_5,1.2.2.8.5
Nepal.PN2.Parsa.Bahudar Mai RM,1.2.2.9
Nepal.PN2.Parsa.Bahudar Mai RM.Ward_1,1.2.2.9.1
Nepal.PN2.Parsa.Bahudar Mai RM.Ward_2,1.2.2.9.2
Nepal.PN2.Parsa.Bahudar Mai RM.Ward_3,1.2.2.9.3
Nepal.PN2.Parsa.Bahudar Mai RM.Ward_4,1.2.2.9.4
Nepal.PN2.Parsa.Bahudar Mai RM.Ward_5,1.2.2.9.5
Nepal.PN2.Parsa.Bahudar Mai RM.Ward_6,1.2.2.9.6
Nepal.PN2.Parsa.Bahudar Mai RM.Ward_7,1.2.2.9.7
Nepal.PN2.Parsa.Bahudar Mai RM.Ward_8,1.2.2.9.8
Nepal.PN2.Parsa.Belawa RM,1.2.2.10
Nepal.PN2.Parsa.Belawa RM.Ward_1,1.2.2.10.1
Nepal.PN2.Parsa.Belawa RM.Ward_2,1.2.2.10.2
Nepal.PN2.Parsa.Belawa RM.Ward_3,1.2.2.10.3
Nepal.PN2.Parsa.Belawa RM.Ward_4,1.2.2.10.4
Nepal.PN2.Parsa.Belawa RM.Ward_5,1.2.2.10.5
Nepal.PN2.Parsa.Belawa RM.Ward_6,1.2.2.10.6
Nepal.PN2.Parsa.Belawa RM.Ward_7,1.2.2.10.7
Nepal.PN2.Parsa.Parsa Gadhi RM,1.2.2.11
Nepal.PN2.Parsa.Parsa Gadhi RM.Ward_1,1.2.2.11.1
Nepal.PN2.Parsa.Parsa Gadhi RM.Ward_2,1.2.2.11.2
Nepal.PN2.Parsa.Parsa Gadhi RM.Ward_3,1.2.2.11.3
Nepal.PN2.Parsa.Parsa Gadhi RM.Ward_4,1.2.2.11.4
Nepal.PN2.Parsa.Parsa Gadhi RM.Ward_5,1.2.2.11.5
Nepal.PN2.Parsa.Parsa Gadhi RM.Ward_6,1.2.2.11.6
Nepal.PN2.Parsa.Sakhuwa Prasouni RM,1.2.2.12
Nepal.PN2.Parsa.Sakhuwa Prasouni RM.Ward_1,1.2.2.12.1
Nepal.PN2.Parsa.Sakhuwa Prasouni RM.Ward_2,1.2.2.12.2
Nepal.PN2.Parsa.Sakhuwa Prasouni RM.Ward_3,1.2.2.12.3
Nepal.PN2.Parsa.Sakhuwa Prasouni RM.Ward_4,1.2.2.12.4
Nepal.PN2.Parsa.Sakhuwa Prasouni RM.Ward_5,1.2.2.12.5
Nepal.PN2.Parsa.Sakhuwa Prasouni RM.Ward_6,1.2.2.12.6
Nepal.PN2.Parsa.Paterwa Sugauli RM,1.2.2.13
Nepal.PN2.Parsa.Paterwa Sugauli RM.Ward_1,1.2.2.13.1
Nepal.PN2.Parsa.Paterwa Sugauli RM.Ward_2,1.2.2.13.2
Nepal.PN2.Parsa.Paterwa Sugauli RM.Ward_3,1.2.2.13.3
Nepal.PN2.Parsa.Paterwa Sugauli RM.Ward_4,1.2.2.13.4
Nepal.PN2.Parsa.Paterwa Sugauli RM.Ward_5,1.2.2.13.5
Nepal.PN2.Parsa.Paterwa Sugauli RM.Ward_6,1.2.2.13.6
Nepal.PN2.Parsa.Paterwa Sugauli RM.Ward_7,1.2.2.13.7
Nepal.PN2.Bara,1.2.3
Nepal.PN2.Bara.Kalaiya S-MCP,1.2.3.1
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_1,1.2.3.1.1
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_2,1.2.3.1.2
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_3,1.2.3.1.3
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_4,1.2.3.1.4
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_5,1.2.3.1.5
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_6,1.2.3.1.6
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_7,1.2.3.1.7
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_8,1.2.3.1.8
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_9,1.2.3.1.9
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_10,1.2.3.1.10
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_11,1.2.3.1.11
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_12,1.2.3.1.12
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_13,1.2.3.1.13
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_14,1.2.3.1.14
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_15,1.2.3.1.15
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_16,1.2.3.1.16
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_17,1.2.3.1.17
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_18,1.2.3.1.18
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_19,1.2.3.1.19
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_20,1.2.3.1.20
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_21,1.2.3.1.21
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_22,1.2.3.1.22
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_23,1.2.3.1.23
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_24,1.2.3.1.24
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_25,1.2.3.1.25
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_26,1.2.3.1.26
Nepal.PN2.Bara.Kalaiya S-MCP.Ward_27,1.2.3.1.27
Nepal.PN2.Bara.Jitpur Simara S-MCP,1.2.3.2
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_1,1.2.3.2.1
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_2,1.2.3.2.2
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_3,1.2.3.2.3
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_4,1.2.3.2.4
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_5,1.2.3.2.5
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_6,1.2.3.2.6
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_7,1.2.3.2.7
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_8,1.2.3.2.8
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_9,1.2.3.2.9
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_10,1.2.3.2.10
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_11,1.2.3.2.11
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_12,1.2.3.2.12
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_13,1.2.3.2.13
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_14,1.2.3.2.14
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_15,1.2.3.2.15
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_16,1.2.3.2.16
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_17,1.2.3.2.17
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_18,1.2.3.2.18
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_19,1.2.3.2.19
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_20,1.2.3.2.20
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_21,1.2.3.2.21
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_22,1.2.3.2.22
Nepal.PN2.Bara.Jitpur Simara S-MCP.Ward_23,1.2.3.2.23
Nepal.PN2.Bara.Kolhabi MCP,1.2.3.3
Nepal.PN2.Bara.Kolhabi MCP.Ward_1,1.2.3.3.1
Nepal.PN2.Bara.Kolhabi MCP.Ward_2,1.2.3.3.2
Nepal.PN2.Bara.Kolhabi MCP.Ward_3,1.2.3.3.3
Nepal.PN2.Bara.Kolhabi MCP.Ward_4,1.2.3.3.4
Nepal.PN2.Bara.Kolhabi MCP.Ward_5,1.2.3.3.5
Nepal.PN2.Bara.Kolhabi MCP.Ward_6,1.2.3.3.6
Nepal.PN2.Bara.Kolhabi MCP.Ward_7,1.2.3.3.7
Nepal.PN2.Bara.Kolhabi MCP.Ward_8,1.2.3.3.8
Nepal.PN2.Bara.Kolhabi MCP.Ward_9,1.2.3.3.9
Nepal.PN2.Bara.Kolhabi MCP.Ward_10,1.2.3.3.10
Nepal.PN2.Bara.Kolhabi MCP.Ward_11,1.2.3.3.11
Nepal.PN2.Bara.Nijgadh MCP,1.2.3.4
Nepal.PN2.Bara.Nijgadh MCP.Ward_1,1.2.3.4.1
Nepal.PN2.Bara.Nijgadh MCP.Ward_2,1.2.3.4.2
Nepal.PN2.Bara.Nijgadh MCP.Ward_3,1.2.3.4.3
Nepal.PN2.Bara.Nijgadh MCP.Ward_4,1.2.3.4.4
Nepal.PN2.Bara.Nijgadh MCP.Ward_5,1.2.3.4.5
Nepal.PN2.Bara.Nijgadh MCP.Ward_6,1.2.3.4.6
Nepal.PN2.Bara.Nijgadh MCP.Ward_7,1.2.3.4.7
Nepal.PN2.Bara.Nijgadh MCP.Ward_8,1.2.3.4.8
Nepal.PN2.Bara.Nijgadh MCP.Ward_9,1.2.3.4.9
Nepal.PN2.Bara.Nijgadh MCP.Ward_10,1.2.3.4.10
Nepal.PN2.Bara.Nijgadh MCP.Ward_11,1.2.3.4.11
Nepal.PN2.Bara.Nijgadh MCP.Ward_12,1.2.3.4.12
Nepal.PN2.Bara.Nijgadh MCP.Ward_13,1.2.3.4.13
Nepal.PN2.Bara.Maha Gahdimai MCP,1.2.3.5
Nepal.PN2.Bara.Maha Gahdimai MCP.Ward_1,1.2.3.5.1
Nepal.PN2.Bara.Maha Gahdimai MCP.Ward_2,1.2.3.5.2
Nepal.PN2.Bara.Maha Gahdimai MCP.Ward_3,1.2.3.5.3
Nepal.PN2.Bara.Maha Gahdimai MCP.Ward_4,1.2.3.5.4
Nepal.PN2.Bara.Maha Gahdimai MCP.Ward_5,1.2.3.5.5
Nepal.PN2.Bara.Maha Gahdimai MCP.Ward_6,1.2.3.5.6
Nepal.PN2.Bara.Maha Gahdimai MCP.Ward_7,1.2.3.5.7
Nepal.PN2.Bara.Maha Gahdimai MCP.Ward_8,1.2.3.5.8
Nepal.PN2.Bara.Maha Gahdimai MCP.Ward_9,1.2.3.5.9
Nepal.PN2.Bara.Maha Gahdimai MCP.Ward_10,1.2.3.5.10
Nepal.PN2.Bara.Maha Gahdimai MCP.Ward_11,1.2.3.5.11
Nepal.PN2.Bara.Simraun Gadh MCP,1.2.3.6
Nepal.PN2.Bara.Simraun Gadh MCP.Ward_1,1.2.3.6.1
Nepal.PN2.Bara.Simraun Gadh MCP.Ward_2,1.2.3.6.2
Nepal.PN2.Bara.Simraun Gadh MCP.Ward_3,1.2.3.6.3
Nepal.PN2.Bara.Simraun Gadh MCP.Ward_4,1.2.3.6.4
Nepal.PN2.Bara.Simraun Gadh MCP.Ward_5,1.2.3.6.5
Nepal.PN2.Bara.Simraun Gadh MCP.Ward_6,1.2.3.6.6
Nepal.PN2.Bara.Simraun Gadh MCP.Ward_7,1.2.3.6.7
Nepal.PN2.Bara.Simraun Gadh MCP.Ward_8,1.2.3.6.8
Nepal.PN2.Bara.Simraun Gadh MCP.Ward_9,1.2.3.6.9
Nepal.PN2.Bara.Simraun Gadh MCP.Ward_10,1.2.3.6.10
Nepal.PN2.Bara.Simraun Gadh MCP.Ward_11,1.2.3.6.11
Nepal.PN2.Bara.Adarsha Kotwal RM,1.2.3.7
Nepal.PN2.Bara.Adarsha Kotwal RM.Ward_1,1.2.3.7.1
Nepal.PN2.Bara.Adarsha Kotwal RM.Ward_2,1.2.3.7.2
Nepal.PN2.Bara.Adarsha Kotwal RM.Ward_3,1.2.3.7.3
